file,status,reason,word_count,alpha_ratio,symbol_ratio,digit_ratio,unique_token_ratio,repeat_token_ratio,avg_token_len,strict_lang,preview
data\whisper_transcriptions\Alex077 - Where I Stand 21232.txt,kept,,26,0.7764,0.0062,0.0,0.7692,0.1154,4.3846,unknown,I know where I stand When I feel you take hold of my hand I know where I stand I know where I stand I never thought I'd get over Losing something that I could do
data\whisper_transcriptions\AlexandreDavidGabriel - 4cordes 48450.txt,dropped,boilerplate_or_non_lyrics,9,0.7708,0.0625,0.0,1.0,0.1111,4.2222,unknown,"Welcome to the podcast, and we'll be right back."
data\whisper_transcriptions\AlexandreDavidGabriel - la cravatte et le ventre 48454.txt,dropped,boilerplate_or_non_lyrics,12,0.7108,0.1084,0.0,0.5,0.3333,4.25,unknown,"Welcome to the podcast, I'm your host, I'm your host, I'm your host, I'm your host,"
data\whisper_transcriptions\Alice Rose - A Poem In Slow Motion 21707.txt,kept,,35,0.7912,0.0055,0.0,0.7429,0.0857,4.0286,unknown,"You listen to my soft whisper Kind of walking like a cat Pause, let me go check I snapped out of the moment I jumped into the ocean And sailed to Unaway You listen to my soft whisper"
data\whisper_transcriptions\All Urban Outfield - Foods That Start With Q (Feat. Fat Arm & Shark Dentures) 105826.txt,kept,,86,0.7907,0.0329,0.0019,0.7674,0.0698,4.6977,unknown,"Josephine, don't let the ghost impede this dragon siege, y'all almost sought what I believe. Intention is indeed the best retreat from pence and breeze that plead. And beats of power leads an industry and see the need for truth. And people we perceiv"
data\whisper_transcriptions\All Urban Outfield - Lurkers 105824.txt,kept,,53,0.7913,0.0436,0.0,0.7925,0.0755,4.8302,unknown,"You wanna hang out in a dungeon and eat mushy ancient species? We are ourselves, static reflection, your radar towers Dwell on your reality, held together by power lines, force fed the network Still feel lonely, don't you? An unfriendly world feels p"
data\whisper_transcriptions\All Urban Outfield - Watch The Road Bub 105827.txt,kept,,16,0.7397,0.0411,0.0,0.8125,0.1875,3.3125,unknown,menu At the gram and use the glass of ice I killed the great of네克林 do you
data\whisper_transcriptions\Allysen Callery - All In The Morning Coming Down 96728.txt,kept,,35,0.7849,0.0174,0.0,0.6286,0.1143,3.8571,unknown,"Something good to fill you up and feed you When the sun shines, the birds find there are seeds to be When all the flowers are gone, they When all the flowers are gone, they"
data\whisper_transcriptions\Allysen Callery - All In The Morning Coming Down _96728_.txt,kept,,30,0.7877,0.0137,0.0,0.8,0.1,3.8667,unknown,"Something good you will fill you up and feed you And the sun shines across my mind, there are seeds to be When all the flowers are gone they'll be"
data\whisper_transcriptions\Allysen Callery - I Had A Lover I Thought Was My Own 96729.txt,kept,,29,0.7926,0.0,0.0,0.6207,0.069,3.6897,unknown,Once he told me you should pay me Now keep the older women of this town Happy and merry and merry Now keep the older women of this town
data\whisper_transcriptions\Allysen Callery - In Your Hollow 96731.txt,kept,,22,0.8156,0.0071,0.0,1.0,0.0455,5.0455,unknown,"Oh, Sierra I breathe I am taking shallow steps I would not disturb the silence That pools from my feet Sinker Server I certainly own Biblical"
data\whisper_transcriptions\Allysen Callery - Lily Of The Valley 96730.txt,kept,,30,0.7987,0.013,0.0,0.9333,0.1,4.0667,unknown,"White coral bells ring Came on by surprise at the new house this spring Someone had to be a hard-headed hammerwell Let me play the part, the prize of Neil"
data\whisper_transcriptions\Allysen Callery - Shoot Me 96726.txt,kept,,23,0.8088,0.0,0.0,0.913,0.087,4.6087,unknown,I was made for better things Just last night I had the strangest doom I was walking underneath the leaves How my heart still sang a song
data\whisper_transcriptions\alright lover - Deer Heart 54032.txt,kept,,10,0.7188,0.1094,0.0,1.0,0.1,4.3,unknown,"I'm from Austria, spent one more still, I must choose to, but..."
data\whisper_transcriptions\alright lover - Life Heart 54039.txt,dropped,too_short(<6_words),5,0.7931,0.0345,0.0,1.0,0.2,4.4,unknown,This is a production of WGBH.
data\whisper_transcriptions\alright lover - Life Heart _54039_.txt,dropped,low_alpha_ratio_gibberish,10,0.5918,0.1837,0.0,0.4,0.7,2.8,unknown,Like a diamond님� %ということで ah ah ah Ah ah ah ah wat
data\whisper_transcriptions\alright lover - Wood Detective 54034.txt,kept,,25,0.726,0.0548,0.0,0.6,0.24,3.84,unknown,"Cause I know, I know, I know I know, I know, I know I've got bricks and more and To build a castle for my queen But I'm pretty, my queen, my queen"
data\whisper_transcriptions\alright lover - Wood Detective _54034_.txt,kept,,28,0.732,0.0458,0.0,0.6429,0.2143,3.6786,unknown,"I know, I know, I know, I know, I know, I know I've got bricks and more and more To fill the past with more and more But I'm sick like we need my freedom"
data\whisper_transcriptions\Ambient Fabric - Intrigue 48307.txt,kept,,16,0.7143,0.0952,0.0,0.9375,0.125,3.8125,unknown,Cl Users willим that's how that works but the this design will not keep an eye любой
data\whisper_transcriptions\American Ice Age - King Of Queens 92868.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Amil Byleckie - chill goth alternative freak 46238.txt,kept,,25,0.8015,0.0153,0.0,0.84,0.08,4.2,unknown,"The Lord is done bleeding, being done and ill Having all that fear sings all the mellows Easy to be Poor, truthful and sweet person"
data\whisper_transcriptions\Amil Byleckie - Desperate Den of Snakes 36643.txt,dropped,too_short(<6_words),5,0.8333,0.0,0.0,1.0,0.2,4.0,unknown,FACID REST UP LAY FLACID
data\whisper_transcriptions\Amil Byleckie - gneiss 30486.txt,kept,,36,0.7757,0.0187,0.0,0.5556,0.1389,4.4444,unknown,"I got a feeling something's trying to break out of me But I got to recognize I shouldn't excite atrophy But I got two feels and a heart And I got one, one faith I got a feeling something's trying to break out of me"
data\whisper_transcriptions\Amil Byleckie - Owl be yours 36615.txt,kept,,20,0.8306,0.0081,0.0,1.0,0.05,5.1,unknown,"Sun and wooden arms embrace her Feathers shrink in guilt, complicity But creatures of prey are built on a different morality"
data\whisper_transcriptions\Amil Byleckie - Owl be yours _36615_.txt,kept,,18,0.8333,0.0167,0.0,1.0,0.0556,5.5,unknown,"Solid wooden arms and razor, Feather shrinking gills, complicity But creatures of prey are built on a different morality"
data\whisper_transcriptions\Amil Byleckie - probably digging my own grave 30487.txt,kept,,23,0.7627,0.0339,0.0,0.913,0.087,3.8696,unknown,"What for if a life worth living is not enough? And so is it really happiness we find? Well, I can't care enough to try"
data\whisper_transcriptions\Amil Byleckie - sCare bears 36614.txt,kept,,30,0.7937,0.025,0.0,0.7,0.0667,4.3,unknown,"You sing Oh, bears like us Weren't built for love Bears like us Weren't built for love Foot too thick Nose too tight Joy momentarily Turns to fright Oh, darling"
data\whisper_transcriptions\Amil Byleckie - that face you wear 30488.txt,kept,,50,0.8112,0.0175,0.0,0.84,0.04,4.7,unknown,"There's pictures in the paper of desperate people in desperate places It's egotistical to feel so strong while nothing's wrong It could be worse, it always could Plus life is pretty fucking good Just pull yourself up, buy whatever fun And you fix you"
data\whisper_transcriptions\Amil Byleckie - the deceptive time machine 36618.txt,kept,,25,0.8039,0.0196,0.0,0.84,0.12,4.76,unknown,"The sibling of oblivion, I'm a triangle near the Caribbean The grandfather paradox that smells like a worn out pair of socks Oh, you damn machine of time"
data\whisper_transcriptions\Amil Byleckie - three horses 36616.txt,kept,,38,0.7638,0.0503,0.0,0.8947,0.0526,4.0,unknown,"You want to hear us run heavy hands, the smell of rotting paste and polyester resin, solid to not let the rain in. No rides, no lucky shoes. Oh, hard love. Oh, perfect dear. Will our friendship last?"
data\whisper_transcriptions\Amy Sayer - Hands of Time 31390.txt,kept,,15,0.7568,0.0135,0.0,0.9333,0.1333,3.6,unknown,And now I face the fact that I can't turn my back On all that I have known
data\whisper_transcriptions\Amy Sayer - Last Night 31389.txt,kept,,12,0.7143,0.0476,0.0,0.6667,0.1667,3.4167,unknown,"I used to be a child, and I cried for you, and I cried for you."
data\whisper_transcriptions\Amy Sayer - More Love 31391.txt,dropped,too_repetitive,14,0.7674,0.0814,0.0,0.4286,0.5,4.7143,unknown,"More light, more love, more room, more love, more freedom, more everything, more love."
data\whisper_transcriptions\Amy Sayer - Siren Song 31392.txt,kept,,39,0.7641,0.0513,0.0,0.641,0.2051,3.6923,unknown,Why do I get these things? I'm not sure if they're going to last I may be chasing my memory The secret desire for the past Oh-oh-oh-oh The secret desire for the past Oh-oh-oh-oh Cause I'm getting
data\whisper_transcriptions\Amy Sayer - Siren Song _31392_.txt,kept,,30,0.7651,0.0241,0.0,0.8,0.0667,4.0333,unknown,"Why do I get these things? I'm not sure if they're going to last I may be chasing a memory A secret desire for the past Oh, a secret desire for the past Oh Sound good"
data\whisper_transcriptions\Amy Sayer - wild tape 29971.txt,kept,,23,0.7431,0.055,0.0,0.7826,0.2174,3.5217,unknown,"Oh my whole world is standing still Oh, oh, where do we go from here? Oh, oh, are we sheltering in our fears?"
data\whisper_transcriptions\Andrea Tomasi - Capture Me 92540.txt,kept,,22,0.7818,0.0273,0.0,0.8636,0.1364,4.0,unknown,"To the dawn to see them once together Close your eyes, you won't be sad in the morning The darkness can't ever"
data\whisper_transcriptions\Andrea Tomasi - Falcon Song 92535.txt,dropped,too_repetitive,33,0.7067,0.0733,0.0,0.5758,0.4242,3.1818,unknown,"Want me to last In a circle you will fly Stretching out your beady eye Hunter, you are flying fast Oh, oh, oh Oh, oh, oh, oh Oh, oh, oh Oh, oh, oh, oh"
data\whisper_transcriptions\Andrea Tomasi - Flock of Arrows 92538.txt,kept,,7,0.7949,0.0513,0.0,1.0,0.1429,4.4286,unknown,"Oh, fearing dear, you have frozen still"
data\whisper_transcriptions\Andrea Tomasi - Honey Bee 92539.txt,dropped,too_repetitive,12,0.6744,0.0698,0.0,0.4167,0.6667,2.4167,unknown,"Feel my feet Mmm Oh Oh Oh Oh Oh, oh, oh, oh"
data\whisper_transcriptions\Andrea Tomasi - Honey Bee _92539_.txt,dropped,too_repetitive,7,0.7391,0.0,0.0,0.5714,0.5714,2.4286,unknown,Oh my feet Mmm Oh Oh Oh
data\whisper_transcriptions\Andrea Tomasi - West Virginia 92536.txt,kept,,20,0.7636,0.0636,0.0,0.9,0.1,4.15,unknown,"Your bets have lost all your gold teeth, and West Virginia you've been mine. I'll return when I've died, died."
data\whisper_transcriptions\Andreas Woiger - Schankeshaus 127726.txt,kept,,41,0.7767,0.0419,0.0,0.8537,0.0732,4.0488,unknown,"Die Speisen recht lieb gemacht, die Welt ist hier noch heil. Musik erfüllt das ganze Haus, hier wird noch laut gespielt. Ein Tanz auf dem Tisch, der hält uns frisch, so lang man sich noch auf den Beinen hielt. Musik"
data\whisper_transcriptions\Andreas Woiger - Schankeshaus _127726_.txt,kept,,38,0.786,0.0419,0.0,0.9211,0.0789,4.3947,unknown,"Die Speisen recht lieb gemacht, die Welt ist hier noch heil. Musiker füllt das ganze Haus, die wird noch laut gespielt. Ein Tanz auf dem Tisch, der hält uns frisch, solang unsichtend rauf geht bei deinem Hint. Musik"
data\whisper_transcriptions\Andrew Howes - Waiting 116547.txt,kept,,7,0.6667,0.0556,0.0833,1.0,0.1429,3.4286,unknown,Next Top you make the 100% going on.
data\whisper_transcriptions\Andrij Orel - On Eerie Bonds 34003.txt,kept,,7,0.7234,0.0851,0.0,1.0,0.1429,4.4286,unknown,when do tell you'd honestly n't辞 a i Thank you.
data\whisper_transcriptions\Andris Balins - side a 64895.txt,kept,,22,0.708,0.1533,0.0073,0.5455,0.2727,4.3636,unknown,coupon coupon couponین Meu www.这个 πουfont usunie покуп w thank you www.copeメenite.org dinقة coupon coupon coupon www.cope4.com Thank you.
data\whisper_transcriptions\Andy G. Cohen - Scramby Eggs 126300.txt,dropped,too_short(<6_words),3,0.8333,0.0,0.0,1.0,0.3333,4.6667,unknown,A CIDADE NO BRASIL
data\whisper_transcriptions\andybrannan - Ambience Brooklyn Zoo Kids Waiting for Train 68537.txt,dropped,too_short(<6_words),4,0.75,0.1,0.0,1.0,0.25,4.0,unknown,We'll be right back.
data\whisper_transcriptions\Anga - L'herbe verte 135028.txt,kept,,67,0.7692,0.0557,0.0,0.7164,0.0448,4.1791,unknown,"Je bouffe au temps au contre-temps, j'apprends à relativiser Et j'écoute beaucoup moins les gens qui disent l'important c'est viser Toujours plus haut, plus haut que l'heure, n'est que leur cul par les horloges et les tic-tac tous obsédés Quand ils s"
data\whisper_transcriptions\Angst Hase Pfeffer Nase - Agar Agar Is My Love 17644.txt,kept,,6,0.878,0.0,0.0,1.0,0.1667,6.0,unknown,Herausforder Eat workers on their goddamn
data\whisper_transcriptions\Angstbreaker - Dead Elements 86262.txt,kept,,49,0.7508,0.0432,0.0,0.6531,0.0816,4.2857,unknown,"I can't wait, tell them how the hell I'm going for I can't wait, take my hand and head off me I can't wait I'm trained as a death machine I'm trained as a disease, I see creatures And my name was this fantasy No man, a dream, no animal I'm trained as"
data\whisper_transcriptions\Angstbreaker - Stay Hungry 86263.txt,kept,,6,0.8,0.0,0.0,1.0,0.1667,3.8333,unknown,I feel like it could be failed
data\whisper_transcriptions\Angstbreaker - Stay Hungry _86263_.txt,kept,,60,0.7848,0.0199,0.0,0.6,0.1833,3.9833,unknown,"Again, what did you realize? You're like a cookie-sink And it's society And it is the protection No time for borders Only time to learn it The spoiling in the rim The circle of your hands The spoiling in the rim The winter's hence The wind from chang"
data\whisper_transcriptions\Anitek - Teknical Development 32755.txt,kept,,22,0.6961,0.0882,0.0,0.6364,0.1818,3.1818,unknown,"Let me out of here! Kick it! Kick it! Kick it! Kick it now! Drop the beat, give me a second! One! One!"
"data\whisper_transcriptions\Ann Alee - Infant Holy, Infant Lowly 74377.txt",kept,,7,0.8,0.0,0.0,1.0,0.1429,3.4286,unknown,Christ the baby is Lord of all
data\whisper_transcriptions\Anonymous - STAR SPANGLED BANNER 85494.txt,kept,,26,0.7857,0.0357,0.0,0.8462,0.1154,4.2692,unknown,"We're so gallantly streaming. Out of rugged red glare, the bombs bursting in air, Gave proof through the night that our flag was in the air."
data\whisper_transcriptions\Ant The Symbol - Blue Steel (Instrumental) 128668.txt,kept,,16,0.7158,0.1158,0.0,1.0,0.0625,4.25,unknown,Captain crane on this video��도 the cops ordered them from 피부 or.'ls' 전에 Doctor Jimos Thank you.
data\whisper_transcriptions\Ant The Symbol - Lose None (Featuring Noah O.) 128927.txt,kept,,57,0.7655,0.0424,0.0,0.6667,0.0877,4.5965,unknown,"I'm plugged into the bullshit, I'm disconnected I got a whole business mind, Tupac's message I got yay mentality, till I reach Dre's salary Bullshit heavy, gotta lose more calories Cause you win some, you lose some But if you learn your lesson, you a"
data\whisper_transcriptions\Ant The Symbol - The True Black (Instrumental) 129674.txt,dropped,too_short(<6_words),3,0.6471,0.1471,0.0,1.0,0.3333,6.3333,unknown,I treating I ? Our F чуть Standing
data\whisper_transcriptions\Ant The Symbol - You Ain't Nothin (Featuring Drano & Joey Ripps) 128494.txt,kept,,92,0.7802,0.0257,0.0,0.7717,0.0435,4.1957,unknown,"That I'm see-through, you ain't nothing to your biggest hate Up it comes your ego, and sabotage the writing of them like titan When I strike it's like lightning, when I start reciting Cause I'm too tall for small talk, spark lyrics in your park place"
data\whisper_transcriptions\Ant The Symbol - You Don't See (Instrumental) 129675.txt,dropped,boilerplate_or_non_lyrics,4,0.8261,0.0435,0.0,1.0,0.25,4.75,unknown,Welcome to the podcast.
data\whisper_transcriptions\Antethic - Cheliuskin 110985.txt,dropped,too_short(<6_words),4,0.8,0.05,0.0,1.0,0.25,4.0,unknown,Welcome to the show.
